nickname,lvl,current_hp,max_hp,nature__name,hp_iv,attack_iv,special_attack_iv,speed_iv,defense_iv,special_defense_iv,pokedexId,order,baseStats,isShiny,avgIV,sellPrice,caughtAt,move1,move2,move3,move4
Mareanie,10,30,30,Lonely,0,6,27,17,31,4,747,747,305,FALSE,14,112,2023-10-20 22:43:50,Psybeam,Octazooka,Swagger,Poison Tail
Mareanie,6,22,22,Careful,4,23,26,26,4,11,747,747,305,FALSE,16,96,2023-07-04 02:16:57,Heal Order,Octazooka,Slash,Sludge
Mareanie,9,30,30,Quiet,30,10,12,9,14,24,747,747,305,FALSE,17,124,2023-06-19 18:37:14,Silver Wind,Hyper Fang,Bubble,Sludge
Toxapex,2,14,14,Calm,21,10,6,7,28,29,748,748,495,FALSE,17,180,2023-06-06 21:40:59,Attack Order,Brine,Fury Attack,Coil
Mudbray,12,40,40,Rash,14,7,19,30,11,23,749,749,385,FALSE,17,190,2023-09-05 15:07:00,Sandstorm,Covet,Mud Bomb,Bulldoze
Mudbray,11,39,39,Hardy,30,31,17,3,10,17,749,749,385,FALSE,18,189,2023-12-06 03:41:11,Bone Club,Cotton Spore,Ancient Power,Bulldoze
Mudbray,8,30,30,Adamant,17,18,31,31,25,21,749,749,385,FALSE,24,214,2023-03-19 18:51:29,Absorb,Sleep Powder,Bone Club,Mud Bomb
Mudsdale,14,53,53,Hardy,10,6,25,22,10,25,750,750,500,FALSE,16,360,2024-02-19 21:38:56,Fiery Wrath,Drill Run,Crunch,Sand Attack
Mudsdale,12,39,48,Mild,23,13,30,26,25,29,750,750,500,FALSE,24,496,2022-08-16 18:26:51,Sand Tomb,Sucker Punch,Earth Power,Play Nice
Dewpider,4,18,18,Hardy,30,13,20,19,2,0,751,751,269,FALSE,14,62,2024-02-19 17:39:10,Sing,Steel Wing,Rain Dance,Bug Bite
Dewpider,3,15,15,Lax,19,0,15,12,31,30,751,751,269,FALSE,18,68,2023-03-10 16:36:28,Tickle,Signal Beam,Water Pulse,Bulldoze
Araquanid,3,17,17,Jolly,1,2,5,6,16,3,752,752,454,FALSE,6,50,2023-04-18 23:23:32,Aqua Jet,Bite,X-Scissor,Relic Song
Araquanid,12,40,40,Serious,14,2,18,10,26,11,752,752,454,FALSE,14,250,2023-02-05 20:48:42,Weather Ball,Silver Wind,Gyro Ball,Aqua Jet
Araquanid,6,24,24,Hardy,3,10,4,29,7,30,752,752,454,FALSE,14,181,2024-06-07 06:46:12,Tail Whip,Aurora Beam,Bug Bite,Water Pledge
Araquanid,2,14,14,Relaxed,9,26,5,10,14,21,752,752,454,FALSE,14,107,2022-09-16 20:42:52,Steamroller,Heavy Slam,Octazooka,Super Fang
Araquanid,15,48,48,Timid,19,3,28,4,11,23,752,752,454,FALSE,15,303,2023-07-13 18:33:08,Vice Grip,Surf,Signal Beam,Mirror Shot
Fomantis,12,32,32,Docile,9,22,24,6,20,30,753,753,250,FALSE,19,132,2023-04-18 23:08:36,Bullet Seed,Poison Tail,Horn Leech,Toxic Thread
Fomantis,2,13,13,Brave,11,15,18,18,28,24,753,753,250,FALSE,19,55,2023-11-10 00:55:39,Rock Tomb,Razor Leaf,Work Up,Leaf Blade
Lurantis,3,17,17,Quiet,8,24,8,27,16,23,754,754,480,FALSE,18,173,2022-10-13 00:13:52,Drum Beating,Slack Off,Needle Arm,Sand Attack
Morelull,11,30,30,Naughty,4,5,23,8,26,21,755,755,285,FALSE,15,113,2024-03-13 11:27:42,Draining Kiss,Noble Roar,Magical Leaf,Mist Ball
Morelull,9,28,28,Bashful,27,3,15,27,5,16,755,755,285,FALSE,16,109,2022-11-18 16:16:02,Strange Steam,Poison Jab,Hyper Fang,Mega Drain
Shiinotic,13,38,38,Hasty,0,0,26,15,12,21,756,756,405,FALSE,12,212,2022-06-16 21:49:01,Mega Drain,Spike Cannon,Magical Leaf,Nature’s Madness
Salandit,4,18,18,Lax,9,13,5,17,29,17,757,757,320,FALSE,15,79,2023-08-16 00:35:47,Poison Jab,Flame Burst,Leer,Eerie Impulse
Salandit,9,30,30,Calm,27,15,21,9,18,8,757,757,320,FALSE,16,129,2023-07-03 18:47:01,Headbutt,Poison Fang,Signal Beam,Fire Fang
Salandit,2,14,14,Gentle,22,31,2,17,23,22,757,757,320,FALSE,20,72,2023-01-18 17:48:05,Sonic Boom,Acid Armor,Thunder Fang,Heat Crash
Salandit,5,20,20,Careful,11,17,26,30,11,24,757,757,320,FALSE,20,117,2024-06-06 15:16:07,Infestation,Heat Crash,Acid Spray,Slam
Salazzle,7,26,26,Hasty,0,15,25,23,25,0,758,758,480,FALSE,15,285,2023-06-21 22:23:15,Blaze Kick,Rock Climb,Acid Spray,Vine Whip
Salazzle,3,17,17,Naive,12,22,26,26,28,27,758,758,480,FALSE,24,299,2024-01-20 14:27:37,Dual Chop,Double Hit,Sludge,Fire Punch
Stufful,5,22,22,Serious,17,21,15,20,31,0,759,759,340,FALSE,17,108,2023-06-25 00:37:51,Ice Fang,Growth,Submission,Comet Punch
Stufful,11,37,37,Impish,10,17,18,11,31,22,759,759,340,FALSE,18,168,2023-04-16 22:23:08,Storm Throw,Sonic Boom,Whirlwind,Synchronoise
Stufful,6,25,25,Relaxed,26,18,7,13,26,21,759,759,340,FALSE,19,127,2023-06-19 01:22:19,Karate Chop,Growth,Sweet Scent,Low Sweep
Stufful,15,49,49,Lonely,22,30,19,16,26,13,759,759,340,FALSE,21,228,2023-06-23 17:52:33,Body Slam,Vital Throw,Judgment,Topsy-Turvy
Bewear,8,39,39,Careful,27,25,30,15,4,30,760,760,500,FALSE,22,473,2023-08-01 15:35:15,Sharpen,Fake Tears,Wrap,Body Press
Bounsweet,12,35,35,Naughty,25,16,7,30,31,13,761,761,210,FALSE,20,122,2023-06-14 17:52:30,Snap Trap,Ancient Power,Magical Leaf,Rock Climb
Bounsweet,8,27,27,Careful,29,14,26,21,23,13,761,761,210,FALSE,21,102,2024-02-09 15:56:58,Vice Grip,Rock Throw,Grass Knot,Snap Trap
Steenee,14,41,41,Impish,18,12,3,23,9,21,762,762,290,FALSE,14,183,2022-08-20 03:11:37,Stomp,Grass Whistle,Power Gem,Grass Knot
Tsareena,10,36,36,Relaxed,25,0,0,30,27,17,763,763,510,FALSE,17,407,2023-04-26 12:38:45,Venom Drench,Mega Drain,Razor Leaf,Judgment
Tsareena,5,22,22,Impish,11,30,10,30,24,10,763,763,510,FALSE,19,334,2024-01-31 02:41:56,Poison Gas,Flash,Grass Pledge,Snap Trap
Tsareena,12,42,42,Timid,26,31,0,10,26,31,763,763,510,FALSE,21,559,2024-01-31 02:42:06,Energy Ball,Rock Blast,Smelling Salts,Cotton Spore
Comfey,7,24,24,Adamant,5,12,22,2,30,7,764,764,485,FALSE,13,137,2024-02-11 19:42:01,Spirit Break,Play Rough,Zen Headbutt,Vice Grip
Comfey,9,30,30,Quiet,23,22,25,2,15,6,764,764,485,FALSE,16,186,2023-03-18 01:51:47,Dazzling Gleam,Heart Stamp,Charm,Mega Drain
Oranguru,5,25,25,Impish,26,30,12,15,5,17,765,765,490,FALSE,18,225,2022-09-22 16:42:38,Psystrike,Psycho Boost,Weather Ball,Play Nice
Passimian,5,26,26,Timid,20,1,23,21,4,15,766,766,490,FALSE,14,180,2023-06-16 15:37:49,Fury Swipes,Thunder Fang,Circle Throw,Power-Up Punch
Passimian,9,37,37,Sassy,4,26,25,25,5,11,766,766,490,FALSE,16,277,2022-10-31 19:15:13,Wake-Up Slap,Heat Wave,Spike Cannon,Submission
Wimpod,8,22,22,Rash,6,20,2,25,29,9,767,767,230,FALSE,15,81,2024-03-05 02:54:16,Clamp,Flail,Signal Beam,Ice Fang
Wimpod,7,20,20,Hasty,2,26,4,26,28,20,767,767,230,FALSE,18,88,2023-07-25 00:49:31,Water Pulse,Signal Beam,Smelling Salts,Pursuit
Golisopod,13,43,43,Lonely,5,12,17,10,9,25,768,768,530,FALSE,13,380,2023-05-08 22:39:46,Metal Claw,Tickle,Bug Bite,Aqua Jet
Sandygast,10,33,33,Sassy,25,1,8,0,23,19,769,769,320,FALSE,13,105,2023-11-04 00:40:18,Mud Shot,Covet,Shadow Claw,Sludge Wave
Sandygast,14,42,42,Lonely,24,27,0,13,18,11,769,769,320,FALSE,16,153,2023-07-25 03:19:07,Teeter Dance,Rock Tomb,Shadow Punch,Mud Shot
Sandygast,14,43,43,Lonely,27,7,0,31,19,10,769,769,320,FALSE,16,154,2022-06-30 16:53:04,Bulldoze,Pain Split,Shadow Claw,Venoshock
Palossand,15,52,52,Quiet,16,9,27,9,12,15,770,770,480,FALSE,15,321,2023-03-19 16:51:32,Work Up,Ominous Wind,Mud Shot,Acid
Pyukumuku,2,14,14,Quiet,29,6,15,2,10,23,771,771,410,FALSE,14,67,2023-01-30 15:18:59,Glaciate,Metal Sound,Octazooka,Bubble Beam
Pyukumuku,2,14,14,Calm,31,23,1,15,7,15,771,771,410,FALSE,15,73,2023-04-10 16:37:46,Origin Pulse,Double Hit,Aqua Jet,Ice Fang
Silvally,15,55,55,Timid,16,1,6,22,29,8,773,773,570,FALSE,14,1211,2023-06-19 21:22:06,Psychic Fangs,Smokescreen,Slash,Crunch
Minior,10,32,32,Quiet,3,2,2,23,27,21,774,774,440,FALSE,13,213,2022-06-30 14:08:33,Wing Attack,Shock Wave,Double Hit,Accelerock
Komala,15,44,44,Naive,2,23,4,1,11,31,775,775,480,FALSE,12,184,2023-06-09 14:10:57,Strength,Hyper Fang,Howl,Body Press
Komala,3,17,17,Calm,9,31,31,4,8,7,775,775,480,FALSE,15,102,2023-01-23 16:18:26,Pain Split,Reversal,Wrap,Bind
Turtonator,5,21,21,Careful,13,8,20,11,21,18,776,776,485,FALSE,15,251,2023-06-15 13:52:16,Flame Wheel,Dragon Breath,Sunny Day,Crush Grip
Togedemaru,6,25,25,Rash,24,1,15,20,7,21,777,777,435,FALSE,15,128,2023-01-04 00:18:19,Earth Power,Shock Wave,Iron Tail,Mega Kick
Mimikyu,2,14,14,Lax,22,29,24,9,11,16,778,778,476,FALSE,19,190,2023-06-16 20:22:05,Trop Kick,Smelling Salts,Charm,Confuse Ray
Bruxish,9,33,33,Serious,28,20,22,11,21,30,779,779,475,FALSE,22,369,2023-03-03 05:04:54,Hydro Pump,Snore,Psycho Cut,Magnet Bomb
Drampa,12,41,41,Lax,8,7,4,17,0,28,780,780,485,FALSE,11,211,2022-10-15 01:59:43,Foul Play,Dual Chop,Pain Split,Fury Swipes
Drampa,15,51,51,Brave,20,12,9,23,5,18,780,780,485,FALSE,15,320,2023-05-26 13:25:12,Tail Whip,Feint Attack,Twister,Teeter Dance
Drampa,11,38,38,Docile,3,11,30,1,29,27,780,780,485,FALSE,17,319,2024-02-13 01:43:17,Flame Charge,Bind,Dragon Rage,Facade
Drampa,7,30,30,Calm,30,30,31,14,9,22,780,780,485,FALSE,23,342,2024-02-12 21:27:02,Zen Headbutt,Growth,Twister,Refresh
Dhelmise,3,18,18,Timid,28,15,15,11,18,4,781,781,517,FALSE,15,130,2022-12-12 23:32:32,Tail Whip,Poison Fang,Magical Leaf,Shadow Sneak
Jangmo-o,3,16,16,Calm,16,14,8,9,26,15,782,782,300,FALSE,15,89,2024-03-27 03:19:08,Twister,Trick Room,Dragon Tail,Heart Stamp
Jangmo-o,4,18,18,Hardy,30,14,0,10,16,22,782,782,300,FALSE,15,108,2024-02-19 19:08:56,Leaf Tornado,Dragon Tail,Dragon Breath,Swagger
Hakamo-o,4,19,19,Timid,24,7,1,30,6,6,783,783,420,FALSE,12,122,2022-10-31 20:00:20,Dragon Breath,Spark,Counter,Double-Edge
Hakamo-o,18,49,49,Naive,8,16,27,10,13,13,783,783,420,FALSE,15,304,2023-06-20 22:52:31,Karate Chop,Extrasensory,Twister,Smelling Salts
Hakamo-o,4,19,19,Rash,17,19,12,21,15,6,783,783,420,FALSE,15,148,2023-03-05 12:50:28,Razor Leaf,Dragon Rage,Protect,Force Palm
Hakamo-o,7,26,26,Gentle,26,10,19,15,10,30,783,783,420,FALSE,18,240,2023-06-20 22:52:17,Cross Chop,Zap Cannon,Slash,Dragon Rage
Kommo-o,11,39,39,Naughty,18,15,22,4,5,14,784,784,600,FALSE,13,396,2022-09-12 03:27:29,Vacuum Wave,Double-Edge,Twister,Fire Fang
Kommo-o,23,74,74,Naughty,30,2,18,8,29,28,784,784,600,FALSE,19,844,2024-02-14 02:57:05,Leaf Tornado,Dragon Pulse,Refresh,Karate Chop
Tapu Koko,15,50,50,Hardy,30,15,13,5,19,16,785,785,570,FALSE,16,1349,2023-03-12 16:05:41,Bind,Spark,Play Rough,Bullet Seed
Tapu Lele,25,61,70,Relaxed,3,10,23,5,5,24,786,786,570,FALSE,12,1283,2023-03-11 00:05:35,Night Shade,Swagger,Psycho Cut,Dazzling Gleam
Tapu Fini,12,40,40,Bold,10,21,5,10,9,29,788,788,570,FALSE,14,1151,2023-07-13 18:35:21,Whirlpool,Crush Claw,Zen Headbutt,Nature’s Madness
Pheromosa,15,46,46,Bashful,1,19,24,12,22,1,795,795,570,FALSE,13,1185,2023-06-23 23:15:27,Mach Punch,Wring Out,Struggle Bug,Bulldoze
Xurkitree,12,45,45,Careful,28,22,8,31,18,8,796,796,570,FALSE,19,1392,2023-03-08 03:20:45,Dragon Rage,Thunder Fang,Tickle,Thunder Shock
Guzzlord,15,92,92,Hardy,7,16,1,31,23,24,799,799,570,FALSE,17,1384,2023-11-05 01:40:03,Dragon Tail,Double Hit,Poison Gas,Bite
Grookey,15,40,40,Docile,0,6,5,9,20,9,810,810,310,FALSE,8,432,2023-05-10 15:25:05,Magical Leaf,Grass Whistle,Rapid Spin,Poison Powder
Thwackey,15,46,46,Adamant,1,10,7,13,5,29,811,811,420,FALSE,11,538,2024-06-04 19:30:55,Grass Knot,Giga Drain,Sandstorm,Poison Powder
Rillaboom,15,58,58,Relaxed,20,3,25,22,21,10,812,812,530,FALSE,17,768,2024-06-06 09:01:05,Mega Drain,Ancient Power,Poison Fang,Horn Leech
Scorbunny,15,40,40,Brave,6,3,17,23,24,13,813,813,310,FALSE,14,533,2023-10-06 00:54:32,Scary Face,Flame Burst,Thunder Fang,Will-O-Wisp
Sobble,15,43,43,Quiet,22,31,19,14,5,0,816,816,310,FALSE,15,546,2023-04-26 19:24:41,Origin Pulse,Aqua Jet,Ice Shard,Bind
Skwovet,4,19,19,Brave,3,9,0,6,12,22,819,819,275,FALSE,9,39,2024-05-14 19:24:28,Pain Split,Drain Punch,Weather Ball,Cut
Skwovet,2,15,15,Docile,27,0,11,4,19,25,819,819,275,FALSE,14,45,2023-04-08 04:37:37,Take Down,Hyper Fang,Mind Reader,Extrasensory
Skwovet,2,15,15,Quirky,19,13,20,13,25,13,819,819,275,FALSE,17,55,2023-07-17 01:48:10,Nasty Plot,Smelling Salts,Feint Attack,Growl
Skwovet,2,15,15,Jolly,24,19,10,28,31,24,819,819,275,FALSE,23,72,2023-01-26 02:18:31,Heal Block,Endeavor,Tri Attack,Sonic Boom
Greedent,1,13,13,Careful,7,29,20,29,27,11,820,820,460,FALSE,21,77,2022-11-03 17:45:30,Growth,Hyper Fang,Extrasensory,Double Hit
Rookidee,3,15,15,Hardy,8,16,5,1,10,28,821,821,245,FALSE,11,39,2024-06-04 13:30:53,Pluck,Gyro Ball,Howl,Air Cutter
Rookidee,8,26,26,Relaxed,30,4,1,26,1,29,821,821,245,FALSE,15,86,2021-11-16 00:30:32,Wing Attack,Mirror Shot,Tickle,Feather Dance
Rookidee,1,12,12,Quiet,29,29,16,27,22,2,821,821,245,FALSE,21,42,2024-06-05 13:16:00,Aerial Ace,Feather Dance,Double Team,Dragon Rage
Corvisquire,24,71,71,Docile,22,11,24,0,23,9,822,822,365,FALSE,15,218,2024-06-04 07:15:51,Wing Attack,Headbutt,Air Cutter,Dragon Pulse
Corvisquire,7,27,27,Lax,16,25,19,3,18,16,822,822,365,FALSE,16,128,2023-02-24 18:19:47,Play Nice,Low Sweep,Pluck,Aerial Ace
Corvisquire,13,41,41,Serious,7,17,29,27,15,28,822,822,365,FALSE,21,222,2024-06-06 01:46:04,Air Cutter,Twister,Headbutt,Wing Attack
Corvisquire,13,44,44,Jolly,27,30,15,31,16,27,822,822,365,FALSE,24,264,2024-02-09 14:11:58,Aerial Ace,Tailwind,Mirror Shot,Smart Strike
Corviknight,15,58,58,Lonely,25,9,3,24,26,22,823,823,495,FALSE,18,533,2024-06-04 05:45:50,Magnet Bomb,Mirror Shot,Aerial Ace,Hyper Fang
Corviknight,2,16,16,Careful,31,2,23,18,26,21,823,823,495,FALSE,20,216,2023-05-23 23:25:02,Magnet Bomb,Swagger,Icy Wind,Wing Attack
Corviknight,9,38,38,Sassy,19,28,2,28,17,30,823,823,495,FALSE,21,470,2024-01-09 13:11:43,Bullet Punch,Aerial Ace,Arm Thrust,Smokescreen
Blipbug,1,11,11,Mild,1,20,27,21,3,8,824,824,180,FALSE,13,19,2022-09-22 18:43:29,Infestation,Signal Beam,Facade,Acid Armor
Dottler,8,26,26,Brave,4,17,8,19,21,18,825,825,335,FALSE,15,161,2023-11-23 16:55:36,Infestation,Acid Spray,Mind Reader,Reflect
Dottler,13,39,39,Naughty,28,19,11,15,18,7,825,825,335,FALSE,16,232,2024-02-12 18:12:02,Super Fang,Zen Headbutt,Lunge,Shadow Bone
Dottler,25,62,62,Bold,8,14,13,31,6,30,825,825,335,FALSE,17,335,2024-05-02 03:07:53,Psybeam,Tearful Look,Shadow Sneak,Infestation
Orbeetle,16,46,46,Jolly,9,20,9,11,30,15,826,826,505,FALSE,16,484,2024-01-17 17:57:01,Headbutt,Psywave,Poison Fang,Defend Order
Nickit,6,20,20,Bashful,2,11,15,7,4,8,827,827,245,FALSE,8,38,2023-06-05 03:10:45,Bite,Sludge,Rock Blast,Snarl
Nickit,11,32,32,Relaxed,27,0,21,29,5,4,827,827,245,FALSE,14,96,2022-02-22 05:03:22,Nuzzle,Night Slash,Feint Attack,Headbutt
Nickit,2,13,13,Naive,8,21,8,30,4,23,827,827,245,FALSE,16,44,2023-11-02 23:10:07,Darkest Lariat,Roar,Shock Wave,Punishment
Thievul,4,20,20,Bashful,24,2,6,21,6,29,828,828,455,FALSE,15,157,2023-11-21 01:11:10,Hyper Fang,Snarl,Thunder Fang,Memento
Thievul,6,26,26,Timid,27,22,8,14,15,23,828,828,455,FALSE,18,238,2023-02-12 00:04:11,Swords Dance,Taunt,Rock Tomb,Punishment
Gossifleur,9,27,27,Hardy,18,7,16,10,24,16,829,829,250,FALSE,15,93,2022-06-15 03:34:01,Earth Power,Needle Arm,Razor Leaf,Slam
Eldegoss,8,27,27,Bold,4,8,25,5,30,27,830,830,460,FALSE,17,253,2023-04-06 15:37:19,Razor Leaf,Sludge,Ancient Power,Magical Leaf
Wooloo,11,31,31,Mild,8,4,1,8,24,3,831,831,270,FALSE,8,59,2023-02-16 01:20:13,Tearful Look,Snarl,Pursuit,Horn Attack
Wooloo,24,54,54,Hasty,3,29,7,11,12,9,831,831,270,FALSE,12,129,2024-03-21 16:02:25,Work Up,Triple Kick,Egg Bomb,Tail Whip
Dubwool,15,49,49,Lonely,20,3,16,23,29,16,832,832,490,FALSE,18,398,2023-05-28 04:55:54,Crush Grip,Crunch,Growth,Take Down
Chewtle,15,40,40,Quiet,6,8,2,15,12,15,833,833,284,FALSE,10,87,2023-02-07 00:49:09,Psybeam,Play Nice,Water Pulse,Octazooka
Chewtle,13,36,36,Naive,3,0,18,1,31,19,833,833,284,FALSE,12,101,2023-10-13 15:09:56,Ice Shard,Whirlpool,Octazooka,Aurora Beam
Chewtle,8,26,26,Relaxed,11,20,2,18,21,26,833,833,284,FALSE,16,108,2023-04-19 15:23:28,Bubble Beam,Sparkling Aria,Magnet Bomb,Zen Headbutt
Drednaw,1,12,12,Hardy,9,0,16,4,10,8,834,834,485,FALSE,8,44,2024-02-17 22:42:09,Rock Tomb,Octazooka,Me First,Flame Burst
Drednaw,1,12,12,Adamant,10,16,23,19,13,23,834,834,485,FALSE,17,99,2023-02-14 03:49:50,Sandstorm,Swagger,Whirlpool,Ice Shard
Drednaw,7,30,30,Gentle,14,18,7,23,17,31,834,834,485,FALSE,18,277,2023-05-09 19:39:23,Rock Polish,Fissure,Swift,Whirlpool
Yamper,13,41,41,Impish,25,7,23,19,17,3,835,835,270,FALSE,16,125,2023-03-15 21:51:14,Thunder Punch,Thunder Fang,Moonblast,Snap Trap
Yamper,1,12,12,Adamant,13,17,18,12,29,14,835,835,270,FALSE,17,38,2023-08-22 01:36:38,Thunder Fang,Energy Ball,Shock Wave,Sleep Powder
Boltund,10,35,35,Sassy,21,3,22,9,14,0,836,836,490,FALSE,12,210,2024-01-04 02:56:41,Strange Steam,Spirit Break,Electroweb,Magnet Rise
Boltund,8,29,29,Sassy,7,9,17,11,28,23,836,836,490,FALSE,16,258,2023-05-27 23:40:36,Nature’s Madness,Thunder Fang,Spark,Sonic Boom
Boltund,3,17,17,Serious,27,20,23,7,29,5,836,836,490,FALSE,19,185,2023-04-11 18:52:40,Electroweb,Magnet Rise,Snap Trap,Refresh
Rolycoly,1,11,11,Rash,1,4,0,28,30,4,837,837,240,FALSE,11,22,2023-07-05 21:32:20,Mega Kick,Rock Throw,Sunny Day,Rock Tomb
Rolycoly,6,19,19,Sassy,5,19,19,17,26,10,837,837,240,FALSE,16,77,2022-06-28 20:38:01,Spark,Ancient Power,Work Up,Rock Slide
Rolycoly,11,28,28,Rash,7,13,25,20,25,11,837,837,240,FALSE,17,110,2024-03-08 01:54:20,Glare,Rock Slide,Rock Tomb,Electroweb
Rolycoly,23,49,49,Careful,12,6,23,24,19,18,837,837,240,FALSE,17,161,2024-03-13 01:42:41,Fire Fang,Thunder Wave,Rock Tomb,Rock Blast
Carkol,10,36,36,Timid,1,13,20,14,0,25,838,838,410,FALSE,12,185,2023-07-05 02:33:05,Incinerate,Lava Plume,Rock Tomb,Endeavor
Carkol,3,18,18,Impish,14,10,22,17,8,15,838,838,410,FALSE,14,119,2023-08-10 19:35:45,Rock Throw,Rock Climb,Fire Punch,Rolling Kick
Carkol,17,58,58,Relaxed,25,30,30,0,6,3,838,838,410,FALSE,16,312,2024-06-06 22:01:15,Sing,Flame Wheel,Rock Tomb,Final Gambit
Carkol,15,51,51,Bold,18,31,24,25,29,3,838,838,410,FALSE,22,405,2022-12-19 19:17:59,Growth,Zap Cannon,Ancient Power,Flame Charge
Coalossal,5,27,27,Bashful,25,24,0,0,24,24,839,839,510,FALSE,16,282,2023-09-19 06:38:55,Mega Punch,Will-O-Wisp,Power Gem,Electroweb
Coalossal,4,24,24,Modest,31,5,30,24,31,4,839,839,510,FALSE,21,325,2024-05-12 01:54:11,Flame Burst,Rock Polish,Dragon Claw,Smokescreen
Coalossal,7,33,33,Bold,11,27,23,29,17,20,839,839,510,FALSE,21,437,2024-02-11 23:27:02,Fire Punch,Pain Split,Sunny Day,Ancient Power
Applin,10,28,28,Bold,2,6,23,3,22,15,840,840,260,FALSE,12,114,2023-01-20 00:33:31,Leafage,Grass Knot,Dragon Rush,Pain Split
Applin,1,11,11,Timid,1,22,20,18,3,22,840,840,260,FALSE,14,30,2023-06-21 17:37:25,Drill Run,Facade,Dragon Rage,Mega Drain
Flapple,6,25,25,Lax,25,19,4,26,10,5,841,841,485,FALSE,15,269,2024-02-26 03:09:59,Needle Arm,Reflect,Dragon Rage,Tearful Look
Flapple,1,12,12,Gentle,28,17,18,2,17,25,841,841,485,FALSE,18,132,2023-11-22 15:55:47,Needle Arm,Dragon Breath,Flame Wheel,Screech
Appletun,15,58,58,Quiet,1,21,16,25,31,9,842,842,485,FALSE,17,494,2024-02-13 15:42:03,Acid Spray,Needle Arm,Dragon Breath,Take Down
Appletun,9,41,41,Mild,28,2,30,25,21,18,842,842,485,FALSE,21,460,2024-03-24 08:09:21,Snap Trap,Dragon Pulse,Leaf Blade,Sharpen
Appletun,5,27,27,Docile,25,9,23,19,26,31,842,842,485,FALSE,22,368,2023-03-16 16:36:28,Mega Drain,Sludge Bomb,Psych Up,Dual Chop
Silicobra,11,32,32,Gentle,1,5,1,10,4,17,843,843,315,FALSE,6,54,2023-01-15 22:33:34,Leafage,Grass Knot,Bone Club,Mud Bomb
Silicobra,2,14,14,Gentle,25,7,5,27,15,6,843,843,315,FALSE,14,52,2022-11-13 04:15:57,Vice Grip,Fissure,Bulldoze,Snap Trap
Silicobra,2,14,14,Naive,15,30,27,10,17,4,843,843,315,FALSE,17,63,2023-08-20 04:21:42,Bulldoze,Sand Attack,Rock Tomb,Sonic Boom
Silicobra,7,25,25,Brave,19,22,24,24,21,23,843,843,315,FALSE,22,152,2022-09-08 17:42:29,Bind,Thief,Sand Tomb,Mud Shot
Sandaconda,11,38,38,Bold,12,6,25,16,12,31,844,844,510,FALSE,17,338,2022-10-06 19:29:27,Bulldoze,Swagger,Mud Shot,Rock Polish
Cramorant,7,27,27,Gentle,8,12,14,8,13,6,845,845,475,FALSE,10,105,2024-06-01 01:00:47,Dragon Tail,Pluck,Flash,Clamp
Cramorant,23,68,68,Quiet,15,10,6,10,20,19,845,845,475,FALSE,13,250,2024-06-01 02:45:45,Pluck,Rolling Kick,Bubble Beam,Glare
Cramorant,11,39,39,Relaxed,24,9,3,14,6,31,845,845,475,FALSE,15,188,2024-06-07 14:46:15,Clamp,Super Fang,Aeroblast,Cosmic Power
Cramorant,2,15,15,Hardy,14,7,25,24,7,11,845,845,475,FALSE,15,81,2023-04-12 02:07:49,Pluck,Brine,Brick Break,Mega Punch
Cramorant,14,46,46,Docile,19,18,19,12,17,18,845,845,475,FALSE,17,251,2023-05-08 19:39:15,Wing Attack,Fury Attack,Iron Tail,Aqua Jet
Cramorant,6,25,25,Bold,19,27,17,1,28,24,845,845,475,FALSE,19,185,2024-06-05 12:46:00,Whirlwind,Twister,Air Cutter,Aqua Tail
Arrokuda,3,16,16,Timid,27,27,29,9,8,24,846,846,280,FALSE,21,82,2023-07-25 02:03:55,Psybeam,Slack Off,Aqua Ring,Water Pledge
Arrokuda,1,12,12,Lonely,21,3,27,28,30,27,846,846,280,FALSE,23,52,2023-05-01 22:39:50,Iron Head,Water Pulse,Extrasensory,Octazooka
Barraskewda,5,21,21,Sassy,7,23,16,6,20,29,847,847,490,FALSE,17,282,2024-02-02 06:42:17,Freeze-Dry,Octazooka,Strength,Water Gun
Toxel,13,36,36,Calm,22,29,26,5,1,8,848,848,242,FALSE,15,109,2024-01-03 02:56:17,Zing Zap,Horn Leech,Poison Fang,Smelling Salts
Toxel,8,25,25,Bold,19,8,16,26,15,30,848,848,242,FALSE,19,107,2023-03-15 15:51:02,Grass Knot,Poison Fang,Spark,Constrict
Toxtricity,10,34,37,Brave,22,23,15,22,23,27,849,849,502,FALSE,22,507,2023-03-22 17:21:19,Needle Arm,Sludge Bomb,Thunder,Comet Punch
Sizzlipede,8,26,26,Relaxed,4,9,0,5,27,11,850,850,305,FALSE,9,66,2024-04-06 06:05:05,Confide,Fire Spin,Hammer Arm,Bug Bite
Sizzlipede,2,14,14,Relaxed,4,12,26,3,20,8,850,850,305,FALSE,12,43,2023-08-10 13:35:53,Flame Charge,Venoshock,Silver Wind,Roar
Sizzlipede,13,37,37,Timid,12,2,11,24,27,26,850,850,305,FALSE,17,154,2024-06-07 14:01:15,Harden,Will-O-Wisp,Silver Wind,Thunder Fang
Sizzlipede,14,41,41,Relaxed,24,9,20,24,29,25,850,850,305,FALSE,22,205,2023-07-08 13:02:27,Infestation,Night Slash,Blaze Kick,Whirlwind
Centiskorch,11,45,45,Bashful,26,19,24,16,3,8,851,851,525,FALSE,16,426,2022-10-26 15:44:17,Guillotine,Mud Shot,Incinerate,Fell Stinger
